1	5.775519693
2	5.728339312
3	5.339935951
4	5.635486955
5	5.649454179
6	5.722178995
7	5.288731786
8	5.810584821
9	5.707266311
10	5.698205557
11	5.776983722
12	5.812040566
13	5.663877665
14	5.669699217
15	5.676567281
16	4.973388739
17	5.721284923
18	5.754360159
19	5.479912103
20	5.175817061
21	5.698525235
22	5.465261062
23	5.735190048
24	5.816689143
25	5.736675628
26	5.580628778
27	5.785762829
28	5.831782046
29	5.721429787
30	5.825164509
31	5.471832577
32	5.75157298
33	5.740300999
34	5.877573054
35	5.849824569
36	5.645269543
37	5.637931261
38	5.764794863
39	5.579419655
40	5.624150113
41	5.753104027
42	5.645351148
43	5.703150599
44	5.356933665
45	5.811625464
46	5.704146443
47	5.750733603
48	5.851480898
49	5.667995474
50	5.672209429
51	5.594800817
52	5.696251963
53	5.693968415
54	5.60055695
55	5.754356788
56	5.595350578
57	5.725263566
58	5.6229875
59	5.688026245
60	5.718984797
61	5.7154522
62	5.668368613
63	5.685336144
64	5.7601425
65	5.626721966
66	5.270979712
67	5.644273466
68	5.82278898
69	5.748781774
70	5.727773446
71	5.789423562
72	5.819133347
73	5.539226014
74	5.729860762
75	5.750350491
76	5.746991068
77	5.676595223
78	5.59055247
79	5.635516222
80	5.724079912
81	5.740813577
82	5.708243376
83	5.654683001
84	5.774494858
85	5.771804297
86	5.615834042
87	5.778937449
88	5.67057459
89	5.832616472
90	5.786933347
91	5.763978329
92	5.696421487
93	5.646177575
94	5.585591567
95	5.797611405
96	5.415652311
97	5.716147585
98	5.741209528
99	5.70259351
100	5.755413879
101	5.583775096
102	5.791026922
103	5.79142664
104	5.684914312
105	5.798237417
106	5.710734169
107	5.748196271
108	5.616712921
109	5.719585084
110	5.677662843
111	5.723823025
112	5.746850274
113	5.751419224
114	5.761145535
115	5.595273872
116	5.765642041
117	5.783257011
118	5.69043907
119	5.833931631
120	5.646816107
121	5.755222463
122	5.673977821
123	5.780765978
124	5.77675745
125	5.708445235
126	5.678462369
127	5.854090664
128	5.680472467
129	5.692968976
130	5.713484621
131	5.850505332
